,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
631,Dr. Govind S Mittal,Dermatologist,12.0,Bangalore,Jayanagar,98,334.0,800.0,"MBBS, MD - Dermatology , Venereology & Leprosy"
632,Dr. Vandana D.Prabhu,Pulmonologist,24.0,Bangalore,HSR Layout,81,34.0,700.0,"Diploma in Tuberculosis and Chest Diseases (DTCD), FCCP - Pulmonary Medicine, MBBS"
633,Dr. Shirish Dave,Pediatric Surgeon,28.0,Bangalore,Bannerghatta Road,100,3.0,800.0,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery"
634,Dr. Bijina Rajan,Dentist,12.0,Bangalore,Kalyan Nagar,99,232.0,300.0,"BDS, MDS - Oral Medicine and Radiology"
635,Dr. Ruchi Rajput,Ear-Nose-Throat (ENT) Specialist,17.0,Bangalore,Yemalur,96,100.0,600.0,"MBBS, MS - ENT"
636,Dr. H B Chandrashekar,Pulmonologist,39.0,Bangalore,Malleswaram,94,69.0,750.0,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine"
637,Dr. Prasanna Bhat K S,Gastroenterologist,15.0,Bangalore,Jayanagar 9 Block,95,105.0,800.0,"MBBS, MD - General Medicine, DM - Hepatology"
638,Dr. Poornima Murthy,Gynecologist/Obstetrician,26.0,Bangalore,Jayanagar,95,62.0,850.0,"MBBS, DGO, DNB - Obstetrics & Gynecology"
639,Dr. Chethan J V,Urologist,15.0,Bangalore,Whitefield,100,1.0,850.0,"MBBS, MS - General Surgery, MCh - Urology"
640,Dr. Shilpa Shashikiran,Dentist,24.0,Bangalore,Sadashivanagar,99,201.0,500.0,BDS
641,Dr. Yogesh T Lakkashetty,Dentist,20.0,Bangalore,Sanjay Nagar,100,434.0,300.0,"BDS, MDS- Oral Pathology"
642,Dr. Reena John,Dentist,28.0,Bangalore,Indiranagar,99,62.0,500.0,BDS
643,Dr. Radhika Bhonsle,Homoeopath,22.0,Bangalore,HSR Layout,92,91.0,400.0,BHMS
644,Dr. Shambhu H Shivanna,Dentist,23.0,Bangalore,Kundalahalli,98,98.0,400.0,"BDS, MDS - Prosthodontist And Crown Bridge"
645,Dr. Reeta Biliangady,Gynecologist/Obstetrician,41.0,Bangalore,Jayanagar,91,31.0,850.0,"MBBS, DNB - Obstetrics & Gynecology, DGO"
646,Dr. Manjunath G S,Dentist,20.0,Bangalore,Kalyan Nagar,99,157.0,350.0,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
647,Dr. Lokesh A Veerappa,Orthopedist,23.0,Bangalore,Old Airport Road,96,78.0,900.0,"MBBS, MS - Orthopaedics"
648,Dr. Shreyas Pradeep,Ear-Nose-Throat (ENT) Specialist,10.0,Bangalore,Basavanagudi,99,250.0,400.0,"MBBS, MS - ENT"
649,Dr. Abhisheak R Naik,Dentist,11.0,Bangalore,Harlur,100,274.0,200.0,"BDS, MDS - Oral Medicine and Radiology"
650,Dr. Shreyas Pradeep,Ear-Nose-Throat (ENT) Specialist,10.0,Bangalore,Basavanagudi,99,250.0,400.0,"MBBS, MS - ENT"
651,Dr. Devaraju Devaiah,Dentist,17.0,Bangalore,Yelahanka,99,213.0,350.0,"BDS, MDS - Oral Medicine and Radiology"
652,Dr. Utkarsha Lokesh,Dentist,24.0,Bangalore,Malleswaram,98,296.0,400.0,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS"
653,Dr. Sandhya Rachuri,Dentist,18.0,Bangalore,JP Nagar,99,169.0,350.0,BDS
655,Dr. Rajeev Ghat,Orthopedist,26.0,Bangalore,Bellandur,98,74.0,650.0,"MBBS, MS - Orthopaedics"
656,Dr. Prasanna K S,Gastroenterologist,16.0,Bangalore,Bannerghatta Road,82,18.0,1000.0,"MBBS, MD - General Medicine, DM - Gastroenterology"
657,Dr. Nagbhushan,Gastroentrology Surgeon,28.0,Bangalore,Kengeri,100,8.0,800.0,"MBBS, MS - General Surgery, FRCS - General Surgery (Colorectal)"
658,Dr. Anupama Ashok,Gynecologist/Obstetrician,26.0,Bangalore,Sahakaranagar,98,124.0,850.0,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine"
659,Dr. Rajesh R N G,Dentist,24.0,Bangalore,West Of Chord Road,97,141.0,350.0,"BDS, MDS - Orthodontics"
660,Dr. Shivaprasad BM,Dentist,21.0,Bangalore,Gubbalala,100,47.0,300.0,"BDS, MDS - Periodontics, FICOI"
661,Dr. Sowmya,Dentist,18.0,Bangalore,New BEL Road,98,49.0,300.0,BDS
662,Dr. Balasubramanya K V,Dentist,21.0,Bangalore,Indiranagar,95,545.0,400.0,"BDS, MDS - Periodontics"
663,Dr. Shanthala Thuppanna,Gynecologist/Obstetrician,22.0,Bangalore,Sarjapur Road,84,48.0,700.0,"MBBS, MS - Obstetrics & Gynaecology"
664,Dr. T Kiran Kumar,Homoeopath,27.0,Bangalore,Malleswaram,85,62.0,300.0,BHMS
665,Dr. Balasubramanyam PR,Orthopedist,23.0,Bangalore,Rajarajeshwarinagar,99,220.0,600.0,"MBBS, MS - Orthopaedics"
666,Dr. Abhilash Ravindranath,Dentist,19.0,Bangalore,HSR Layout,97,803.0,600.0,"MDS- Oral Pathology, BDS"
667,Dr. Anju Thomas,Dentist,11.0,Bangalore,Indiranagar,100,143.0,400.0,"MDS - Prosthodontist And Crown Bridge, BDS"
668,Dr. Sushal Shanthakumar,Orthopedist,18.0,Bangalore,Old Airport Road,99,75.0,900.0,"MBBS, MS - Orthopaedics"
670,Dr. Anju Thomas,Dentist,11.0,Bangalore,Indiranagar,100,143.0,400.0,"MDS - Prosthodontist And Crown Bridge, BDS"
671,Dr. Smitha Warrier,Dermatologist,19.0,Bangalore,Bannerghatta Road,76,25.0,850.0,"MBBS, MD - Dermatology and Venerology"
672,Dr. Raghavendra,Dentist,12.0,Bangalore,Kundalahalli,100,676.0,200.0,"BDS, MDS - Oral Pathology and Oral Microbiology"
674,Dr. Safiya M.S,Psychiatrist,17.0,Bangalore,Sahakaranagar,97,450.0,1500.0,"MBBS, Diploma in Psychiatry"
675,Dr. Anupama Kiran,Dentist,23.0,Bangalore,Whitefield,100,20.0,500.0,"BDS, MDS - Conservative Dentistry & Endodontics"
676,Dr. Sunil Rao,Dentist,26.0,Bangalore,Vijayanagar,97,148.0,500.0,"BDS, MDS - Conservative Dentistry & Endodontics"
677,Dr. Shyam Padmanabhan,Dentist,24.0,Bangalore,New Thippasandra,99,217.0,500.0,"BDS, MDS - Periodontics"
678,Dr. Bharath,Dentist,16.0,Bangalore,Singasandra,99,207.0,400.0,BDS
679,Dr. Narendra BS,Diabetologist,22.0,Bangalore,Indiranagar,97,180.0,750.0,"MBBS, MD - General Medicine, DM - Endocrinology"
680,Dr. Sunitha T,Gynecologist/Obstetrician,15.0,Bangalore,Vidyaranyapura,100,80.0,300.0,"MS - Obstetrics & Gynaecology, MBBS"
681,Dr. Mohd Shahbaaz,Ophthalmologist,23.0,Bangalore,Bellandur,92,5.0,500.0,"MBBS, MS - Ophthalmology"
682,Dr. Shuaib Kausar,Orthopedist,20.0,Bangalore,Banaswadi,97,158.0,550.0,"Diploma in Orthopaedics, MBBS"
683,Dr. Deepak Daryani,Dentist,19.0,Bangalore,HSR Layout,99,372.0,500.0,"MDS - Oral Medicine and Radiology, BDS"
684,Dr. Jayaram Y R,Pediatrician,37.0,Bangalore,JP Nagar 7 Phase,92,16.0,650.0,"MBBS, Diploma in Child Health (DCH)"
685,Dr. Swetha Raghavendra,Dentist,20.0,Bangalore,Rajajinagar,95,25.0,300.0,BDS
686,Dr. Chandnani Priya,Dentist,14.0,Bangalore,Electronics City,99,51.0,350.0,"BDS, MDS - Conservative Dentistry & Endodontics"
687,Dr. Idris Md,Dentist,13.0,Bangalore,Jayanagar 5 Block,99,128.0,300.0,"BDS, MDS - Oral & Maxillofacial Surgery"
688,Dr. Kumara Swamy,Oncologist,45.0,Bangalore,Hebbal,100,1.0,900.0,"MBBS, Diploma in Radio Therapy, DNB - Radiotherapy, MD - Radiotherapy"
689,Dr. Pavan Tambakad,Dentist,25.0,Bangalore,Koramangala,93,57.0,400.0,"BDS, MDS - Paedodontics And Preventive Dentistry"
690,Dr. Pavan Tambakad,Dentist,25.0,Bangalore,Koramangala,93,57.0,400.0,"BDS, MDS - Paedodontics And Preventive Dentistry"
691,Dr. KR Nagaraj,Dentist,32.0,Bangalore,Jayanagar 7 Block,99,78.0,500.0,MDS - Prosthodontics
692,Dr. Lavanya G,Homoeopath,22.0,Bangalore,Indiranagar,98,50.0,300.0,BHMS
693,Dr. Vinay,Ayurveda,13.0,Bangalore,Basavanagudi,99,139.0,300.0,BAMS
694,Dr. Vinod,Dentist,18.0,Bangalore,Horamavu,98,267.0,400.0,"BDS, MDS - Orthodontics"
697,Dr. Radhakrishnan C N,Pediatric Surgeon,33.0,Bangalore,Old Airport Road,75,10.0,900.0,"MBBS, MS - General Surgery, DNB - General Surgery, FRCS - Paediatric Surgery"
699,Dr. Chandan Mahesh,Dentist,12.0,Bangalore,HSR Layout,100,734.0,250.0,BDS
700,Dr. Raju Srinivas,Dentist,26.0,Bangalore,Jayanagar,97,73.0,500.0,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
701,Dr. Chandan Mahesh,Dentist,12.0,Bangalore,HSR Layout,100,734.0,250.0,BDS
702,Dr. Punyatoya Sahoo,Dentist,11.0,Bangalore,Marathahalli,88,33.0,200.0,"BDS, MDS - Paedodontics And Preventive Dentistry"
704,Dr. Rajesh Naik,Dentist,24.0,Bangalore,Kalyan Nagar,97,121.0,700.0,"BDS, MDS - Periodontics, FICOI"
705,Dr. Regina,Gynecologist/Obstetrician,24.0,Bangalore,Banaswadi,95,291.0,600.0,"MBBS, MS - Obstetrics & Gynaecology"
706,Dr. Namratha Umesh,Dentist,23.0,Bangalore,Sahakaranagar,98,130.0,500.0,"BDS, MDS - Prosthodontist And Crown Bridge"
707,Dr. Prashanth R Reddy,Ear-Nose-Throat (ENT) Specialist,15.0,Bangalore,Kengeri,93,34.0,700.0,"MBBS, MS - ENT"
708,Dr. Javad Saleem,Dentist,15.0,Bangalore,Marathahalli,95,37.0,200.0,"BDS, MDS - Prosthodontics"
709,Dr. Rajshekhar C Jaka,General Surgeon,21.0,Bangalore,Indiranagar,98,62.0,750.0,"MBBS, MS - General Surgery, DNB - General Surgery, Fellowship in Laparoscopic and Robotic Surgical Oncology, DNB - Surgical Oncology"
710,Dr. Sushma B T,Dentist,12.0,Bangalore,JP Nagar 6 Phase,100,9.0,350.0,BDS
711,Dr. Shiny T.N,Dermatologist,13.0,Bangalore,Jayanagar,92,89.0,750.0,"MD - Dermatology , Venereology & Leprosy, MBBS"
712,Dr. Prashanth Inna,Orthopedist,20.0,Bangalore,Old Airport Road,94,21.0,900.0,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics"
713,Dr. Kim Upadhyay,Dentist,15.0,Bangalore,Sarjapur Road,96,105.0,400.0,"BDS, MDS - Oral Medicine and Radiology"
714,Dr. Sneha Rajiv,Gynecologist/Obstetrician,12.0,Bangalore,Nagasandra,97,235.0,400.0,"MBBS, MS - Obstetrics & Gynaecology"
715,Dr. Akanksha S.D,Dentist,13.0,Bangalore,Kundalahalli,97,148.0,300.0,"BDS, MDS - Oral Medicine and Radiology"
716,Dr. Jnanesha H.C,Dentist,20.0,Bangalore,Jayanagar 4 Block,97,79.0,300.0,"BDS, MDS - Orthodontics"
717,Dr. Shilpa I.G,Dentist,15.0,Bangalore,Singasandra,99,151.0,300.0,"MDS - Paedodontics And Preventive Dentistry, BDS"
718,Dr. Sarath Chandra,Dentist,14.0,Bangalore,Marathahalli,95,84.0,200.0,"BDS, MDS - Conservative Dentistry & Endodontics"
719,Dr. Shobith R Shetty,Dentist,16.0,Bangalore,Indiranagar,97,163.0,400.0,"BDS, MDS- Oral Pathology"
720,Dr. Prity Bhagat Lohia,Dentist,12.0,Bangalore,BTM Layout 1st Stage,99,91.0,200.0,"BDS, MDS - Periodontology and Oral Implantology"
721,Dr. Balaraju D,Cardiologist,12.0,Bangalore,Jayanagar 9 Block,100,2.0,750.0,"MD - General Medicine, DNB - Cardiology, MBBS"
722,Dr. Shilpa I.G,Dentist,15.0,Bangalore,Singasandra,99,151.0,300.0,"MDS - Paedodontics And Preventive Dentistry, BDS"
723,Dr. Sarath Chandra,Dentist,14.0,Bangalore,Marathahalli,95,84.0,200.0,"BDS, MDS - Conservative Dentistry & Endodontics"
724,Dr. Shwetha Yadav,Gynecologist/Obstetrician,15.0,Bangalore,Kalyan Nagar,99,68.0,400.0,"MBBS, DGO"
725,Dr. Shylesh Shetty,Dentist,23.0,Bangalore,Indiranagar,99,401.0,1000.0,"BDS, MDS - Conservative Dentistry "
726,Dr. Shivanand V,Dentist,16.0,Bangalore,Hebbal,99,263.0,250.0,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, MOrth"
727,Dr. Manjunath Gopal,Orthopedist,23.0,Bangalore,Electronics City,100,15.0,750.0,"MBBS, Diploma in Orthopaedics"
729,Dr. Sujay Gopal,Dentist,15.0,Bangalore,Banashankari 3rd Stage,97,127.0,200.0,"BDS, Fellowship in Oral implantlogy"
730,Dr. Ajay Rao,Orthopedist,23.0,Bangalore,Basaveshwaranagar,100,39.0,500.0,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
731,Dr. Sathwik R Shetty,Neurosurgeon,19.0,Bangalore,Old Airport Road,100,8.0,900.0,"MBBS, DNB - Neurosurgery"
732,Dr. Mahesh Channabasappa Gonchikar,Orthopedist,28.0,Bangalore,Malleswaram,100,25.0,700.0,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics"
734,Dr. Karthik Venkataraghavan,Dentist,24.0,Bangalore,Domlur,96,150.0,600.0,"BDS, MDS - Paedodontics And Preventive Dentistry"
735,Dr. Vani R,Gynecologist/Obstetrician,25.0,Bangalore,Basavanagudi,96,173.0,500.0,"MBBS, MS - Obstetrics & Gynaecology"
736,Dr. Hareesha Babu,Nephrologist,24.0,Bangalore,Kundalahalli,90,43.0,1200.0,"MBBS, MD - General Medicine, DM - Nephrology,  FRCP"
737,Dr. Sanjay Kumar,Ear-Nose-Throat (ENT) Specialist,27.0,Bangalore,Koramangala,89,61.0,700.0,"MBBS, DNB - Otorhinolaryngology"
738,Dr. Anwar Syed,Dentist,13.0,Bangalore,Panathur,99,248.0,300.0,"BDS, MDS - Oral & Maxillofacial Surgery"
739,Dr. Harish Kumar,Pediatrician,15.0,Bangalore,Hebbal,88,10.0,700.0,"MBBS, MD - Pediatrics"
740,Dr. Harish Kumar,Pediatrician,15.0,Bangalore,Hebbal,88,10.0,700.0,"MBBS, MD - Pediatrics"
741,Dr. Bobby Thomas,Dentist,26.0,Bangalore,Indiranagar,98,89.0,500.0,BDS
742,Dr. Srimanth B S,Orthopedist,10.0,Bangalore,Jayanagar,100,5.0,800.0,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
743,Dr. Srinivasa.C,Rheumatologist,19.0,Bangalore,Bannerghatta Road,98,94.0,850.0,"MD - General Medicine, MBBS, DM - Rheumatology"
744,Dr. Darshana R,Internal Medicine,13.0,Bangalore,HBR Layout,96,76.0,600.0,"MBBS, MD - General Medicine, DNB - General Medicine"
745,Dr. P Rajesh,Dentist,18.0,Bangalore,JP Nagar,100,26.0,300.0,"BDS, MDS - Prosthodontist And Crown Bridge"
746,Dr. Sunil V Furtado,Neurologist,22.0,Bangalore,Sahakaranagar,99,93.0,700.0,"MBBS, MS - General Surgery, MCh - Neuro Surgery, DNB - Neurosurgery"
747,Dr. Konthoujam Sulochana,Dentist,12.0,Bangalore,Murugeshpalya,100,98.0,300.0,BDS
748,Dr. Vinay Kumaraswamy,Orthopedist,14.0,Bangalore,Rajajinagar,100,351.0,560.0,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), Fellowship in Arthroscopy & Sports Injury, MBBS"
749,Dr. Deepa Bullappa,Dentist,13.0,Bangalore,Arekere,98,94.0,200.0,"BDS, MDS - Public Health Dentistry"
750,Dr. Sangeeta Khar,Dentist,25.0,Bangalore,Kasturi nagar,96,42.0,500.0,"BDS, MDS - Oral Pathology and Oral Microbiology"
751,Dr. Srihari  V,Dentist,19.0,Bangalore,KR Puram,99,179.0,500.0,"BDS, MDS - Oral & Maxillofacial Surgery"
752,Dr. Pooja Pandey Tripathi   (Physiotherapist),Physiotherapist,18.0,Bangalore,Bannerghatta Road,98,112.0,400.0,"BPTh/BPT, Masters of Physiotheraphy"
754,Dr. Manjunath H,Psychiatrist,23.0,Bangalore,Indiranagar,64,10.0,750.0,"DPM (Psychiatry), MBBS"
755,Dr. Ajay Herur,Neurosurgeon,23.0,Bangalore,Jayanagar,100,2.0,750.0,"MBBS, DNB - Neurosurgery"
756,Dr. Shantala H P,Homoeopath,24.0,Bangalore,Banashankari 2nd Stage,96,195.0,600.0,"BHMS, MD - Homeopathy"
757,Dr. Advait Kulkarni,Neurologist,14.0,Bangalore,HSR Layout,95,356.0,1200.0,"DM - Neurology, MBBS"
758,Dr. Kavitha Kovi,Gynecologist/Obstetrician,22.0,Bangalore,Whitefield,93,295.0,700.0,"MBBS, MS - Obstetrics & Gynaecology"
759,Dr. Karamjit Kaur,Gynecologist/Obstetrician,21.0,Bangalore,Old Airport Road,80,6.0,850.0,"MBBS, MD - Obstetrics & Gynaecology"
760,Dr. Jyothi Patil,Gynecologist/Obstetrician,17.0,Bangalore,Whitefield,98,133.0,600.0,"MBBS, MS - Obstetrics & Gynaecology"
761,Dr. Karamjit Kaur,Gynecologist/Obstetrician,21.0,Bangalore,Old Airport Road,80,6.0,850.0,"MBBS, MD - Obstetrics & Gynaecology"
762,Dr. Sunil Kumar B Alur,Bariatric Surgeon,24.0,Bangalore,Jayanagar,98,34.0,499.0,"MBBS, DNB - General Surgery"
763,Dr. Kumudini Devi,Gynecologist/Obstetrician,10.0,Bangalore,Arekere,99,116.0,500.0,"MBBS, MS - Obstetrics & Gynaecology"
764,Dr. Sandeep,Dentist,19.0,Bangalore,Indiranagar,94,386.0,500.0,BDS
765,Dr. Neetu Punhani,Dentist,18.0,Bangalore,Kasturi nagar,88,40.0,300.0,"MDS - Oral Medicine and Radiology, BDS"
766,Dr. Ranjani Rao,Dentist,24.0,Bangalore,Electronics City,93,47.0,500.0,BDS
767,Dr. Soumya S Holla,General Surgeon,17.0,Bangalore,Jayanagar,100,53.0,850.0,"MBBS, MRCS (UK), Fellowship in Breast Surgery"
769,Dr. Satish Kumar A,Hematologist,23.0,Bangalore,Yeshwanthpur,90,7.0,1100.0,"MBBS, MD - General Medicine, DM - Clinical Haematology"
770,Dr. Mamatha.B.Reddy,Gynecologist/Obstetrician,13.0,Bangalore,Hoodi,90,84.0,500.0,"MBBS, DGO"
771,Dr. Akhila Joshi,Yoga and Naturopathy,13.0,Bangalore,Kaggadasapura,96,278.0,500.0,"BNYS, MSc - Clinical Nutrition and Dietetics"
772,Dr. Shaktidar,Dentist,13.0,Bangalore,Jayanagar,99,31.0,250.0,"BDS, MDS - Conservative Dentistry & Endodontics"
773,Dr. Sunil N,Orthopedist,10.0,Bangalore,Panathur,100,39.0,550.0,"MBBS, MS - Orthopaedics"
774,Dr. Shailaja Karthick Prasad,Dentist,22.0,Bangalore,Brigade Road,100,53.0,650.0,"BDS, MFDS RCS"
775,Dr. Smitha Nagaraj,Dentist,22.0,Bangalore,Jayanagar 7 Block,100,97.0,500.0,BDS
776,Dr. Sanjay N,Dentist,17.0,Bangalore,HBR Layout,97,126.0,300.0,"BDS, MDS - Orthodontics"
777,Dr. Asha Praveena,Dentist,14.0,Bangalore,Kaggadasapura,98,138.0,300.0,"BDS, MDS - Periodontics"
778,Dr. Dinesh Kumar G R,Laparoscopic Surgeon,22.0,Bangalore,Bannerghatta Road,83,3.0,850.0,"MS - General Surgery, MBBS"
779,Dr. Prabhakar V,Orthopedist,14.0,Bangalore,KR Puram,95,45.0,399.0,"MBBS, MS - Orthopaedics"
780,Dr. Parvesh Kumar Jain,Gastroenterologist,23.0,Bangalore,Seshadripuram,67,8.0,740.0,"MBBS, DM - Gastroenterology, MD - General Medicine"
781,Dr. Poojitha,Dentist,10.0,Bangalore,Kasturi nagar,96,52.0,200.0,BDS
782,Dr. Aarthi Shankar,Dentist,17.0,Bangalore,Sarjapur Road,99,56.0,400.0,BDS
783,Dr. Nithya Shree J,Ear-Nose-Throat (ENT) Specialist,12.0,Bangalore,Indiranagar,99,109.0,600.0,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology"
784,Dr. Sharanya Sabrish,Dentist,16.0,Bangalore,Indiranagar,99,45.0,400.0,"BDS, MDS - Orthodontics"
785,Dr. Jaicy Joseph,Homoeopath,22.0,Bangalore,Bilekahalli,97,22.0,600.0,BHMS
787,Dr. Yogesh Kumar Gupta,Paediatric Intensivist,17.0,Bangalore,Bannerghatta Road,99,30.0,800.0,"MD - Pediatrics, MBBS, DNB - Paediatrics"
788,Dr. Suchitra,Dentist,23.0,Bangalore,West Of Chord Road,97,49.0,350.0,BDS
789,Dr. Pramod,Dentist,18.0,Bangalore,Domlur,98,131.0,500.0,"MDS - Orthodontics, BDS"
790,Dr. Kiran K J,General Surgeon,18.0,Bangalore,Konanakunte,91,38.0,500.0,"MBBS, MS - General Surgery"
791,Dr. Rajan.V.G.,Orthopedist,26.0,Bangalore,Kammana Halli,94,64.0,900.0,"MBBS, FRCS - Trauma & Orthopedic Surgery, MRCS (UK)"
792,Dr. Deepak N Inamdar,Orthopedist,24.0,Bangalore,Jayanagar 3 Block,94,105.0,600.0,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
793,Dr. Sumukh M,Dentist,11.0,Bangalore,Basaveshwaranagar,99,94.0,300.0,"BDS, MDS - Oral & Maxillofacial Surgery"
794,Dr. Aparna Jha,Gynecologist/Obstetrician,17.0,Bangalore,Kundalahalli,93,127.0,650.0,"MBBS, MS - Obstetrics & Gynaecology"
795,Dr. Dilshad Shetty,Dermatologist,17.0,Bangalore,HRBR Layout,97,52.0,600.0,"MBBS, DDVL"
796,Dr. Prasanna Venkatesh M. K,Urologist,19.0,Bangalore,Rajajinagar,96,158.0,800.0,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
797,Dr. Bhaskar Pai.K,General Surgeon,36.0,Bangalore,Seshadripuram,93,17.0,740.0,"MBBS, MS - General Surgery"
798,Dr. Shishira R J,Dermatologist,10.0,Bangalore,HSR Layout,94,224.0,1000.0,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
799,Dr. Sangeetha S,Homoeopath,11.0,Bangalore,Bannerghatta Road,96,24.0,200.0,BHMS
800,Dr. P Hariram Kumar,Homoeopath,33.0,Bangalore,Whitefield,97,98.0,500.0,MBS (H)
801,Dr. Aarthi Bharat,Gynecologist/Obstetrician,23.0,Bangalore,Banashankari,97,101.0,600.0,"MBBS, MD - Obstetrics & Gynaecology"
802,Dr. Anand Shenoy,Cardiologist,22.0,Bangalore,Old Airport Road,64,20.0,900.0,"MBBS, MD - General Medicine, DM - Cardiology"
803,Dr. Kiran Prasad N V,Plastic Surgeon,17.0,Bangalore,Bannerghatta Road,99,66.0,500.0,"MBBS, DNB - General Surgery, DNB - Plastic Surgery"
804,Dr. Mohini S Jadwani,Gynecologist/Obstetrician,41.0,Bangalore,Richmond Town,94,9.0,550.0,"MBBS, MD - Obstetrics & Gynaecology"
805,Dr. Gopathi Haritha,Dentist,11.0,Bangalore,HSR Layout,96,41.0,300.0,BDS
806,Dr. Daisy Bagchi,Homoeopath,11.0,Bangalore,Banaswadi,94,82.0,500.0,BHMS
807,Dr. Divyashree PS,Gynecologist/Obstetrician,16.0,Bangalore,JP Nagar,98,207.0,500.0,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine"
808,Dr. Rashmi K,Homoeopath,18.0,Bangalore,Bannerghatta Road,100,17.0,480.0,BHMS
809,Dr. Roopa Bhushan,GastroIntestinal Surgeon,21.0,Bangalore,Sampangiramnagar,99,153.0,800.0,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology"
810,Dr. Roopa Bhushan,GastroIntestinal Surgeon,21.0,Bangalore,Sampangiramnagar,99,153.0,800.0,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology"
811,Dr. Rashmi K,Homoeopath,18.0,Bangalore,Bannerghatta Road,100,17.0,480.0,BHMS
812,Dr. Poornima. M,Gynecologist/Obstetrician,17.0,Bangalore,Old Airport Road,97,26.0,850.0,"MBBS, MS - Obstetrics & Gynaecology"
813,Dr. Preeti Prabhakar Shetty,Gynecologist/Obstetrician,18.0,Bangalore,Bannerghatta Road,27,11.0,850.0,"MBBS, MD - Obstetrics & Gynaecology"
814,Dr. Sindhu Haldal,Dentist,13.0,Bangalore,JP Nagar,99,20.0,300.0,"BDS, MDS - Conservative Dentistry & Endodontics"
816,Dr. Payal Mahapatra,Gynecologist/Obstetrician,16.0,Bangalore,Marathahalli,90,97.0,650.0,"MBBS, DGO"
817,Dr. Rashmi Sandeep,Dentist,18.0,Bangalore,Indiranagar,96,189.0,500.0,BDS
818,Dr. Keshav R,Cardiologist,34.0,Bangalore,Cunningham Road,97,14.0,700.0,"MD - General Medicine, DNB - Cardiology, MBBS"
819,Dr. Prashant C Dheerendra,Nephrologist,17.0,Bangalore,Jayanagar,97,89.0,700.0,"DM - Nephrology, MD - General Medicine, MBBS"
820,Dr. Ritika Bhatt,Ear-Nose-Throat (ENT) Specialist,12.0,Bangalore,Sarjapur Road,94,53.0,650.0,"MS - ENT, MBBS"
821,Dr. Swetha Gutha,Dermatologist,11.0,Bangalore,Harlur,97,97.0,500.0,"MBBS, MD - Dermatology , Venereology & Leprosy"
822,Dr. Girish Anand M S,Ear-Nose-Throat (ENT) Specialist,25.0,Bangalore,Hebbal,83,23.0,900.0,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology"
823,Dr. Aparnaa Panda,Gynecologist/Obstetrician,24.0,Bangalore,Bannerghatta Road,92,803.0,850.0,"MBBS, MD - Obstetrics & Gynaecology"
824,Dr. Deepa,Dermatologist,14.0,Bangalore,Sarjapur Road,98,87.0,600.0,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy"
825,Dr. Dinesh,Dentist,14.0,Bangalore,Basaveshwaranagar,96,32.0,300.0,"BDS, MDS - Conservative Dentistry & Endodontics"
826,Dr. Anusham A Anantharam,Plastic Surgeon,24.0,Bangalore,Hebbal,100,2.0,980.0,"MBBS, DNB - General Surgery, MCh - Plastic Surgery"
827,Dr. Amrith Kiran Shetty,Dentist,19.0,Bangalore,Banaswadi,96,237.0,500.0,BDS
828,Dr. Sridhara N,Cardiologist,26.0,Bangalore,Rajajinagar,94,14.0,630.0,"MBBS, MD - General Medicine, DM - Cardiology"
829,Dr. Vijay Mehtry,Psychiatrist,14.0,Bangalore,JP Nagar 7 Phase,98,90.0,800.0,"MBBS, M.D. (Psychiatry)"
830,Dr. Chitra Sreenivasa Murthy,Gynecologist/Obstetrician,21.0,Bangalore,Electronics City,93,66.0,850.0,"MBBS, DGO, MRCOG(UK)"
832,Dr. Palanivel Mayavan   (Physiotherapist),Physiotherapist,23.0,Bangalore,Malleswaram,97,42.0,600.0,"MPTh/MPT - Sports Physiotherapy, BPTh/BPT"
833,Dr. Poornima Kasaragod,Ayurveda,34.0,Bangalore,Banaswadi,98,130.0,400.0,BAMS
