,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
225,Dr. Sandeep Bhasin,General Surgeon,27,Delhi,CR Park,90% ,30,1000,"MS - General Surgery, MBBS"
226,Dr. Ashok Kumar Dutta,Pediatrician,51,Delhi,Sarita Vihar,100% ,3,1000,"MBBS, MD - Pediatrics"
227,Dr. Neeraj Bhalla,Cardiologist,39,Delhi,Pusa Road,95% ,13,1800,"MBBS, MD - Medicine, DM - Cardiology, FACC"
228,Dr. Amit Agarwal,Laparoscopic Surgeon,19,Delhi,Pusa Road,100% ,14,1800,"MBBS, MS - General Surgery, DNB - General Medicine"
229,Dr. Gaurav Sagar,Nephrologist,26,Delhi,Sarita Vihar,100% ,2,1500,"MBBS, MD - Medicine, DNB - Nephrology"
230,Dr. Keerti Khetan,Gynecologist/Obstetrician,29,Delhi,Pusa Road,92% ,9,1500,"MBBS, MS - Obstetrics & Gynaecology"
231,Dr. Aparna Singhal,Dentist,14,Delhi,Punjabi Bagh,98% ,93,300,"BDS, MDS - Prosthodontics"
232,Dr. J.C Vij,Gastroenterologist,52,Delhi,Pusa Road,85% ,12,1500,"MBBS, MD - Medicine, DM - Gastroenterology"
233,Dr. Chanchal Pal,Ear-Nose-Throat (ENT) Specialist,38,Delhi,Sarita Vihar,72% ,19,2000,"MBBS, MS - ENT"
234,Dr. Manish Agarwal,General Surgeon,25,Delhi,Panchsheel Park,93% ,16,1000,"MBBS, MS - General Surgery"
235,Dr. Mahesh Shah,Ayurveda,53,Delhi,Patel Nagar East,93% ,341,50,BSAM
236,Dr. Arun Antony,Urologist,13,Delhi,Pusa Road,99% ,180,1200,N/A
237,Dr. Nityanand Tripathi,Cardiologist,30,Delhi,Shalimar Bagh,87% ,3,1200,N/A
238,Dr. Vaishali Sharma,Gynecologist/Obstetrician,17,Delhi,Panchsheel Park,99% ,351,2000,"MBBS, MD - Obstetrics & Gynaecology"
239,Dr. Shikha Gurnani,Gynecologist/Obstetrician,19,Delhi,Dwarka,98% ,654,800,"MBBS, DNB - Obstetrics & Gynecology"
240,Dr. Shikha Gurnani,Gynecologist/Obstetrician,19,Delhi,Dwarka,98% ,654,800,"MBBS, DNB - Obstetrics & Gynecology"
241,Dr. Sajal Ajmani,Rheumatologist,11,Delhi,Pusa Road,98% ,36,1200,"MBBS, MD - Medicine, MRCP (UK), DM - Clinical Immunology and Rheumatology"
242,Dr. Neema Sharma,Gynecologist/Obstetrician,26,Delhi,Vasant Kunj,95% ,42,1200,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
243,Dr. Paras Agarwal,Endocrinologist,15,Delhi,Panchsheel Park,97% ,93,1200,"MRCP (UK), MBBS, MD - Community Medicine"
244,Dr. Monica Mahajan,Internal Medicine,28,Delhi,Panchsheel Park,98% ,26,1500,"MBBS, DNB - General Medicine"
245,Dr. Sanjeev Gulati,Nephrologist,37,Delhi,Vasant Kunj,80% ,8,1500,"MBBS, MD - Pediatrics, DNB - Paediatrics, DM - Nephrology, DNB - Nephrology"
246,Dr. Amite Pankaj Aggarwal,Orthopedist,25,Delhi,Shalimar Bagh,96% ,164,1200,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
247,Dr. Meeka Gulati,Dentist,15,Delhi,Janakpuri,97% ,108,500,"BDS, MDS - Conservative Dentistry & Endodontics"
248,Dr. Manish Sarkar,Psychiatrist,20,Delhi,CR Park,96% ,233,1800,"MBBS, DPM (Psychiatry)"
249,Dr. Yash Anand,Dentist,13,Delhi,Vikas Puri,97% ,85,300,"MDS - Orthodontics, BDS"
250,Dr. Sohan Lal Broor,Gastroenterologist,55,Delhi,Sarita Vihar,80% ,4,1500,"MBBS, MD - Medicine, DM - Gastroenterology"
251,Dr. Prem Narayan Dubey,Pediatrician,56,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MD - Pediatrics"
252,Dr. Kalyanpury Jawaharlal Choudhury,Pain Management Specialist,52,Delhi,Sarita Vihar,100% ,2,1500,"MBBS, MD - Anaesthesiology, MNAMS - Anesthesia"
253,Dr. Pradeep Jain,GastroIntestinal Surgeon,36,Delhi,Shalimar Bagh,85% ,24,1500,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, MCh - Surgical Oncology"
254,Dr. Rakesh Kumar,Ophthalmologist,17,Delhi,Panchsheel Park,97% ,86,1000,"MBBS, MS - Ophthalmology"
255,Dr. Mary Abraham,Pain Management Specialist,34,Delhi,Panchsheel Park,100% ,5,1500,"MBBS, MD - Anaesthesiology, DNB - Anaesthesia"
256,Dr. Sirisha Singh,Dermatologist,28,Delhi,Greater Kailash Part 1,98% ,94,1500,"MBBS, MD - Dermatology , Venereology & Leprosy"
257,Dr. Kumar Ankur,Pediatrician,20,Delhi,Pusa Road,100% ,14,1100,"MBBS, MD - Pediatrics, DNB - Neonatology"
258,Dr. Sudha Asokan,Ayurveda,43,Delhi,Safdarjung Enclave,96% ,99,1200,"BAMS, MD - Ayurveda Medicine"
259,Dr. Rakesh Kumar Dua,Neurosurgeon,44,Delhi,Shalimar Bagh,75% ,5,1200,"MBBS, MCh - Neuro Surgery"
260,Dr. Dhwani Mago,Gynecologist/Obstetrician,15,Delhi,Greater Kailash Part 1,100% ,89,1000,"DGO, MBBS"
261,Dr. Sonal Gupta,Neurosurgeon,30,Delhi,Shalimar Bagh,91% ,2,1200,"MBBS, MCh - Neuro Surgery"
262,Dr. Mohit Jain,General Surgeon,22,Delhi,Pusa Road,97% ,19,1800,"MBBS, MS - General Surgery"
263,Dr. Manoj Miglani,Orthopedist,25,Delhi,Vasant Kunj,81% ,5,1000,"MBBS, MS - Orthopaedics"
264,Dr. Glossy Sabharwal,Radiologist,18,Delhi,Karol Bagh,100% ,N/A,550,"MBBS, MD - Radio Diagnosis/Radiology"
265,Dr. B K Agarwal,Ear-Nose-Throat (ENT) Specialist,37,Delhi,Janakpuri,98% ,140,700,"MBBS, MS - ENT"
266,Dr. A J Kanwar,Dermatologist,51,Delhi,Greater Kailash Part 1,95% ,381,1500,"MBBS, MD - Dermatology and Venerology"
267,Dr. Rajan Madan,General Surgeon,40,Delhi,Pusa Road,100% ,2,1800,"MBBS, MS - General Surgery"
268,Dr. Deepti  Shrivastava,Dermatologist,27,Delhi,Anand Vihar,95% ,300,800,"MBBS, Diploma in Dermatology"
269,Dr. Gautam Banga,Urologist,17,Delhi,Greater Kailash Part 1,91% ,28,1300,"MBBS, MS - General Surgery, MCh - Urology"
270,Dr. B. B. Aggarwal,Pediatrician,33,Delhi,Pusa Road,100% ,N/A,1300,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)"
271,Dr. Ankit Jain,Dentist,10,Delhi,Tri Nagar,100% ,68,300,"BDS, MDS - Oral Medicine and Radiology"
272,Dr. Arush Sabharwal,Bariatric Surgeon,13,Delhi,Karol Bagh,100% ,1,850,"MBBS, MS - General Surgery"
273,Dr. K.N. Srivastava,Laparoscopic Surgeon,49,Delhi,Pusa Road,78% ,3,1800,"MBBS, MS - General Surgery"
274,Dr. Sushil Sharma,Orthopedist,37,Delhi,Mayur Vihar Ph-II,93% ,29,700,"MBBS, Diploma in Orthopaedics"
275,Dr. Prita Trehan,Pediatrician,51,Delhi,Sarita Vihar,100% ,1,2000,"MBBS, MD - Pediatrics"
276,Dr. Subhash.C.Gupta,Dentist,54,Delhi,Munirka,97% ,15,1000,"BDS, MDS - Periodontics"
277,Dr. Shanti Swaroop Dhar,Gastroenterologist,22,Delhi,Panchsheel Park,92% ,11,1500,"MBBS, MD - General Medicine, DM - Gastroenterology"
278,Dr. Sudhir Kumar,General Surgeon,26,Delhi,Sarita Vihar,100% ,2,1700,"MBBS, MS - General Surgery"
279,Dr. Shoaib Zaidi,Oncologist,27,Delhi,Sarita Vihar,100% ,4,1000,"MBBS, DNB - General Surgery, MCh - Surgical Oncology"
280,Dr. Shakti Bhan Khanna,Gynecologist/Obstetrician,58,Delhi,Sarita Vihar,100% ,4,2000,"MBBS, MD - Obstetrics & Gynaecology"
281,Dr. Sushma Sinha,Gynecologist/Obstetrician,36,Delhi,Sarita Vihar,100% ,N/A,2000,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
282,Dr. Puneet Mishra,Orthopedist,22,Delhi,Shalimar Bagh,100% ,4,1000,"MBBS, MS - Orthopaedics"
283,Dr. Rohit Garg,Psychiatrist,19,Delhi,CR Park,96% ,148,4000,"MBBS, M.D. (Psychiatry)"
284,Dr. Prof. Vipul Vijay,Orthopedist,16,Delhi,Mayur Vihar Ph-II,99% ,110,800,"MBBS, MS - Orthopaedics"
285,Dr. Prof. Sadhana Kala,Gynecologist/Obstetrician,44,Delhi,Kalkaji,98% ,212,1500,"MBBS, MS - Obstetrics & Gynaecology"
286,Dr. Parinita Kalita,Gynecologist/Obstetrician,32,Delhi,IP Extension,89% ,177,700,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
287,Dr. R K Alwadhi,Pediatrician,26,Delhi,Pusa Road,100% ,N/A,1100,"MD - Pediatrics, DNB - Paediatrics, MBBS"
288,Dr. Pratibha Gupta,Gynecologist/Obstetrician,21,Delhi,Janakpuri,95% ,377,600,"MBBS, MS - Obstetrics & Gynaecology"
289,Dr. Ankit Parakh,Pediatrician,20,Delhi,Pusa Road,95% ,6,1000,"MBBS, MD - Pediatrics, DNB - Paediatrics"
290,Dr. Gurmeet Bansal,Gynecologist/Obstetrician,35,Delhi,Nehru Place,71% ,3,1200,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
291,Dr. Prof Padmashree J M Hans,Ear-Nose-Throat (ENT) Specialist,44,Delhi,Anand Lok,87% ,29,1500,"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)"
292,Dr. Gayatri Bala Juneja,Gynecologist/Obstetrician,29,Delhi,Model Town,99% ,84,1500,"MBBS, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)"
293,Dr. Raj Arya,Dentist,25,Delhi,Dwarka,98% ,46,500,BDS
294,Dr. Sonia Naik,Gynecologist/Obstetrician,29,Delhi,Panchsheel Park,62% ,15,1200,"MBBS, MD - Obstetrics & Gynaecology"
295,Dr. Rajesh Taneja,Urologist,36,Delhi,Sarita Vihar,80% ,4,1500,"MBBS, MS - General Surgery, MCh - Urology"
296,Dr. Shelley Hukku,Oncologist,41,Delhi,Pusa Road,100% ,N/A,1800,"MBBS, MD - Radiotherapy"
297,Dr. Neeraj Verma,Dentist,45,Delhi,Sarita Vihar,67% ,2,1000,BDS
298,Dr. Sunita Lulla Gur,Ophthalmologist,32,Delhi,Sarita Vihar,99% ,606,600,"MBBS, MS - Ophthalmology"
299,Dr. Aman Popli,Dentist,26,Delhi,Panchsheel Park,100% ,N/A,1200,"BDS, MDS - Prosthodontics"
300,Dr. Sumeet Rastogi,Orthopedist,19,Delhi,Panchsheel Park,100% ,N/A,1400,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
301,Dr. Sumanto Bagchi,Dentist,16,Delhi,Dwarka,99% ,211,400,BDS
302,Dr. H.S.Bhatyal,Urologist,50,Delhi,Pusa Road,56% ,3,1500,"MBBS, MS - General Surgery, MCh - Urology"
303,Dr. Neha Berry,Gastroenterologist,11,Delhi,Pusa Road,88% ,5,1000,"MBBS, MD - General Medicine, DM - Gastroenterology"
304,Dr. Mridul Seth,Dentist,30,Delhi,Panchsheel Park,97% ,39,1200,"BDS, MDS"
305,Dr. Pawan Kumar,Pediatrician,21,Delhi,Malviya Nagar,99% ,418,1100,"MBBS, MD - Pediatrics"
306,Dr. Vijay Abbot,Sexologist,48,Delhi,Patel Nagar East,82% ,192,50,G.A.M.S
307,Dr. Ashok Damir,Internal Medicine,33,Delhi,Pusa Road,73% ,2,1200,"MBBS, MD - General Medicine"
308,Dr. Ekta Narula,Dentist,24,Delhi,New Rajendra Nagar,98% ,57,600,BDS
309,Dr. Ritesh Gupta,Internal Medicine,27,Delhi,Nehru Place,95% ,7,1500,"MBBS, MD - General Medicine"
310,Dr. (Lt Gen) CS Narayanan,Neurologist,42,Delhi,Dwarka Sector 6,92% ,140,1100,"MBBS, MD - Medicine, DM - Neurology"
311,Dr. Subhash Chandra,Cardiologist,38,Delhi,Pusa Road,75% ,3,2000,"MBBS, MD - General Medicine, DNB - Cardiology, DM - Cardiology"
312,Dr. Sushil Kumar Jain,Laparoscopic Surgeon,36,Delhi,Sarita Vihar,100% ,7,2000,"MBBS, MS - General Surgery"
313,Dr. Muneendra Gupta,Laparoscopic Surgeon,46,Delhi,Vasant Kunj,85% ,19,1500,"MBBS, MS - General Surgery"
314,Dr. Sutopa Banerjee,Gynecologist/Obstetrician,25,Delhi,Vasant Kunj,97% ,757,1200,"MBBS, DGO, DNB - Obstetrics & Gynecology"
315,Dr. Richa Chaturvedi,Diabetologist,17,Delhi,Sarita Vihar,81% ,6,1500,"MBBS, MD - General Medicine, DM - Endocrinology"
316,Dr. Anuradha Dakour,Gynecologist/Obstetrician,18,Delhi,Lajpat Nagar,97% ,197,500,"MBBS, DGO"
317,Dr. Sumit Datta,Dentist,25,Delhi,Panchsheel Park,100% ,N/A,1200,"BDS, MDS - Orthodontics"
318,Dr. Rajagopalan Krishnan,Orthopedist,46,Delhi,Sarita Vihar,50% ,N/A,2000,"MBBS, MS - Orthopaedics"
319,Dr. Kalpana Aggrawal,Gynecologist/Obstetrician,19,Delhi,Dwarka,91% ,325,500,"MBBS, MS - Obstetrics & Gynaecology"
320,Dr. Rakesh Singh,Ear-Nose-Throat (ENT) Specialist,16,Delhi,Panchsheel Park,100% ,3,1000,"MBBS, MS - ENT"
321,Dr. Mayur Dass,Gynecologist/Obstetrician,19,Delhi,Vasundhra Enclave,97% ,124,600,"MBBS, DGO, DNB - Obstetrics & Gynecology"
322,Dr. Madhu Ahuja,Gynecologist/Obstetrician,38,Delhi,Patparganj,93% ,24,1100,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
323,Dr. Shalini Agarwal,Gynecologist/Obstetrician,22,Delhi,Patparganj,99% ,197,1100,"MBBS, DGO, DNB - Obstetrics & Gynecology"
324,Dr. Vineeta Goel,Oncologist,22,Delhi,Shalimar Bagh,100% ,N/A,1000,"MBBS, DNB - Radiotherapy"
325,Dr. Rajesh Verma,Orthopedist,17,Delhi,Pusa Road,100% ,1,1800,"MD - Physician, DNB - Orthopedics/Orthopedic Surgery"
326,Dr. Ramji Mehrotra,Cardiothoracic Surgeon,32,Delhi,Pusa Road,80% ,1,2200,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery"
327,Dr. Naresh Kumar Goyal,Cardiologist,19,Delhi,Shalimar Bagh,100% ,2,1800,"MBBS, MD - Medicine, DM - Cardiology"
328,Dr. Saket Goel,General Surgeon,30,Delhi,Greater Kailash Part 2,98% ,143,1200,"MBBS, MS - General Surgery"
329,Dr. Neel Shah,General Surgeon,36,Delhi,Sarita Vihar,100% ,1,2000,"MBBS, DNB - General Surgery"
330,Dr. Vivek Gupta,Cardiologist,34,Delhi,Sarita Vihar,71% ,6,2500,"MBBS, MD - General Medicine, DM - Cardiology"
331,Dr. Shivani Agarwal,Dentist,22,Delhi,Sarita Vihar,99% ,36,1000,"BDS, MDS - Conservative Dentistry & Endodontics"
332,Dr. Ashish Saini,Urologist,19,Delhi,Greater Kailash Part 1,94% ,118,1100,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery"
333,Dr. Tarun Kapur,Ophthalmologist,24,Delhi,Panchsheel Park,90% ,1,1000,"MBBS, MS - Ophthalmology"
334,Dr. Alka Sinha,Gynecologist/Obstetrician,22,Delhi,Pusa Road,62% ,16,1300,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
335,Dr. Anoop Kohli,Neurologist,42,Delhi,Sarita Vihar,60% ,10,1500,"MBBS, MD - Pharmacology and Therapeutics, DM - Neurology"
336,Dr. Vinay Aggarwal,Orthopedist,16,Delhi,Panchsheel Park,94% ,47,1200,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
337,Dr. Vikas Jain,Urologist,22,Delhi,Shalimar Bagh,100% ,N/A,1500,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
338,Dr. K K Pandey,Vascular Surgeon,28,Delhi,Sarita Vihar,100% ,2,2200,"MBBS, PhD - Cardio Thoracic & Vascular Surgery, MS - General Surgery"
339,Dr. Vikas Panwar,General Surgeon,27,Delhi,Panchsheel Park,60% ,5,1000,"MBBS, MS - General Surgery"
340,Dr. Shruti Gupta,Dermatologist,12,Delhi,Kamla Nagar,99% ,1496,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
341,Dr. Deepak Chaudhary,Orthopedist,39,Delhi,Pusa Road,50% ,5,1700,"MBBS, MS - Orthopaedics"
342,Dr. Chhavi Bansal,Homoeopath,11,Delhi,Pitampura,98% ,103,500,"BHMS, MS - Psychology"
343,Dr. Richa seth,Gynecologist/Obstetrician,14,Delhi,Panchsheel Park,N/A,N/A,1200,"MBBS, DNB - Obstetrics & Gynecology"
344,Dr. Jayant Jaswal,Ear-Nose-Throat (ENT) Specialist,35,Delhi,Dwarka,89% ,114,1000,"MBBS, MS - ENT, DNB - Otorhinolaryngology"
345,Dr. Sandeep Sindhu,Ear-Nose-Throat (ENT) Specialist,37,Delhi,Sarita Vihar,93% ,9,1500,"MBBS, MS - ENT"
346,Dr. Namita Karna,Dentist,24,Delhi,Panchsheel Park,33% ,2,1000,"BDS, MDS - Periodontology and Oral Implantology"
347,Dr. Rajni Farmania,Pediatric Neurologist,10,Delhi,Pusa Road,83% ,3,1200,"DM - Pediatric Neurology, MBBS, MD - Pediatrics"
348,Dr. Jasleen Kaur Malhotra,Gynecologist/Obstetrician,23,Delhi,Dwarka,98% ,382,600,"MBBS, DGO, DNB - Obstetrics & Gynecology"
349,Dr. Manorama Bhutani,Gynecologist/Obstetrician,64,Delhi,Greater Kailash Part 2,83% ,4,1200,"MBBS, MD - Obstetrics & Gynaecology"
350,Dr. Vinay Singh,Dermatologist,27,Delhi,Pitampura,92% ,176,1400,"MBBS, MD - Dermatology"
351,Dr. Jayant Kumar Hota,Nephrologist,23,Delhi,Sarita Vihar,100% ,N/A,1500,"MBBS, MD - Medicine, DM - Nephrology"
352,Dr. Shiv Chouksey,Orthopedist,14,Delhi,Pusa Road,N/A,N/A,1100,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics"
353,Dr. Poonam Pasricha,Homoeopath,37,Delhi,Paschim Vihar,100% ,1,700,BHMS
354,Dr. Amit Agarwal,Oncologist,30,Delhi,Shalimar Bagh,100% ,4,1200,"MBBS, MD - Medicine, DM - Medical Oncology"
355,Dr. Shikha Mahajan,Pediatrician,32,Delhi,Pusa Road,40% ,5,1100,"MBBS, DNB - Paediatrics"
356,Dr. Lalit Bafna,Orthopedist,11,Delhi,Greater Kailash Part 1,100% ,91,1000,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, FNB - Sports Medicine"
357,Dr. Sneh Khera,Homoeopath,37,Delhi,Lajpat Nagar 4,92% ,111,330,BHMS
358,Dr. Naveen Gupta,Dentist,24,Delhi,Karol Bagh,97% ,205,500,"BDS, MDS - Prosthodontist And Crown Bridge"
359,Dr. Manish Kulshrestha,General Surgeon,23,Delhi,Shalimar Bagh,40% ,4,1000,"MBBS, MS - General Surgery"
360,Dr. Anshul Gupta,General Surgeon,16,Delhi,Panchsheel Park,100% ,3,1000,"MBBS, MS - General Surgery"
361,Dr. Prateek Sondhi,Dermatologist,12,Delhi,South Extension 2,97% ,364,1200,"MBBS, MD - Dermatology , Venereology & Leprosy"
362,Dr. Swati Bhardwaj,Pediatrician,13,Delhi,Pusa Road,100% ,1,1100,"MBBS, MD - Pediatrics"
363,Dr. Sugandha Gupta,Psychiatrist,17,Delhi,Karol Bagh,96% ,112,1200,"MBBS, DNB - Psychiatry"
364,Dr. Saloni Arora,Gynecologist/Obstetrician,12,Delhi,Pusa Road,100% ,1,1200,"MBBS, MD - Obstetrics & Gynaecology"
365,Dr. Manish Gupta,Dentist,28,Delhi,Munirka,99% ,170,1000,"BDS, MDS - Conservative Dentistry & Endodontics"
366,Dr. Sanjay Jain,Gastroenterologist,46,Delhi,Sarita Vihar,75% ,1,1500,"MBBS, MD - General Medicine, MRCP (UK), FRCP - Gastroenterology, FRCP - Gastroenterology"
367,Dr. Tina Goel,Pediatrician,21,Delhi,Dwarka,98% ,98,600,"MBBS, DNB - Paediatrics"
368,Dr. Sameer Kaul,General Surgeon,29,Delhi,Sarita Vihar,50% ,1,3000,"MBBS, MS - General Surgery"
369,Dr. Anil Raheja,Orthopedist,25,Delhi,Karol Bagh,78% ,4,1050,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics"
370,Dr. Vijay Singhal,Dermatologist,17,Delhi,Punjabi Bagh,93% ,151,800,"MBBS, MD - Dermatology"
371,Dr. S K Agarwal,Internal Medicine,53,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MD - General Medicine & Therapeutics"
372,Dr. Prashanta Kumar Ghosh,Cardiologist,48,Delhi,Sarita Vihar,100% ,1,1500,"MBBS, MD - General Medicine, DM - Cardiology"
373,Dr. Rajesh Kumar Watts,Plastic Surgeon,18,Delhi,Sarita Vihar,100% ,N/A,2000,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
374,Dr. Nivedita Pandey,Gastroenterologist,16,Delhi,Panchsheel Park,85% ,11,1500,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate of American Board of Internal Medicine (Gastroenterology)"
375,Dr. Amit Garg,Psychiatrist,19,Delhi,Rohini Sector 9,97% ,93,1500,"MBBS, M.D. (Psychiatry)"
376,Dr. Shishir Seth,Hematologist,17,Delhi,Sarita Vihar,80% ,3,2000,"DM - Clinical Haematology, MBBS, MD - Pathology"
377,Dr. Kalpana Nagpal,Ear-Nose-Throat (ENT) Specialist,32,Delhi,Sarita Vihar,57% ,10,1500,"MBBS, MS - ENT, DNB - Otorhinolaryngology"
378,Dr. Neatu Narang,Psychiatrist,34,Delhi,Sarita Vihar,57% ,6,2500,"MBBS, M.D. (Psychiatry), DNB - Psychiatry"
379,Dr. Hemant Sharma,Dermatologist,47,Delhi,Pusa Road,96% ,42,1500,"MBBS, MD - Dermatology , Venereology & Leprosy"
380,Dr. Payal Pal   (Physiotherapist),Physiotherapist,17,Delhi,Dwarka,99% ,180,500,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT"
381,Dr. D Mukherjee,Nephrologist,31,Delhi,Pusa Road,67% ,N/A,1800,"DM - Nephrology, MD - General Medicine, MBBS"
382,Dr. Harsh Dua,Internal Medicine,49,Delhi,Sarita Vihar,100% ,2,2000,"MBBS, MD - Medicine"
383,Dr. Vivek Mittal,Orthopedist,29,Delhi,Pusa Road,100% ,4,1500,"MBBS, MS - Orthopaedics"
384,Dr. Anshuman Agarwal,Urologist,26,Delhi,Sarita Vihar,90% ,18,1500,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
385,Dr. Muthu Jothi,Thoracic (Chest) Surgeon,25,Delhi,Sarita Vihar,N/A,N/A,1500,"MCh - Thoracic Surgery, MS - General Surgery, MBBS"
386,Dr. Jyoti Arora Monga,Ayurveda,22,Delhi,Lajpat Nagar,87% ,569,800,BAMS
387,Dr. Poonam Khera,Gynecologist/Obstetrician,25,Delhi,Pusa Road,92% ,17,1300,"DGO, DNB - Obstetrics & Gynecology, MBBS"
388,Dr. Janak Raj Sabharwal,Dentist,41,Delhi,Vikas Puri,96% ,63,1000,"BDS, MDS - Oral & Maxillofacial Surgery"
389,Dr. V. K. Gupta,Pediatrician,48,Delhi,Dwarka Sector 12,95% ,36,800,"MD - Pediatrics, Diploma in Child Health (DCH), MBBS"
390,Dr. V. K. Gupta,Pediatrician,48,Delhi,Dwarka Sector 12,95% ,36,800,"MD - Pediatrics, Diploma in Child Health (DCH), MBBS"
391,Dr. Jasjit Singh Bhasin,Pediatrician,38,Delhi,Pusa Road,82% ,2,1400,"MBBS, MD - Pediatrics"
392,Dr. Kunal Das,Gastroenterologist,26,Delhi,Dwarka Sector 6,83% ,66,1100,"MBBS, MD - General Medicine, DM - Gastroenterology"
393,Dr. Amit Modi,Pediatrician,13,Delhi,Vasundhra Enclave,99% ,79,600,"MD - Pediatrics, MBBS"
394,Dr. Shivani Sabharwal,Gynecologist/Obstetrician,17,Delhi,Karol Bagh,87% ,23,1050,"MBBS, MS - Obstetrics & Gynaecology"
395,Dr. Sandeep Gupta,Dermatologist,18,Delhi,Hari Nagar,95% ,138,600,"MBBS, MD - Dermatology , Venereology & Leprosy"
396,Dr. Harsh Goyal,Dentist,13,Delhi,Janakpuri,100% ,235,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
397,Dr. Chander Shekar,Orthopedist,42,Delhi,Sarita Vihar,100% ,1,1500,"MBBS, MS - Orthopaedics"
398,Dr. S K Agarwal,Internal Medicine,42,Delhi,Sarita Vihar,75% ,2,1500,"MBBS, MD - General Medicine"
399,Dr. S Mahanta,Orthopedist,26,Delhi,Dwarka,95% ,150,600,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
400,Dr. Rachna Sharma,Pediatrician,19,Delhi,Pusa Road,N/A,N/A,1000,"MBBS, MD - Pediatrics"
401,Dr. Ashwini Goel,Nephrologist,39,Delhi,Pusa Road,75% ,N/A,1500,"MBBS, MD - Medicine, DM - Nephrology"
402,Dr. Ajay K Tiwari,Pediatrician,35,Delhi,Vikas Puri,100% ,52,700,"MBBS, MD - Pediatrics"
403,Dr. Lochan Arora   (Physiotherapist),Physiotherapist,13,Delhi,Gujranwala Town,96% ,82,400,"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT"
404,Dr. Yashica Gudesar,Gynecologist/Obstetrician,23,Delhi,Dwarka Sector 6,95% ,194,900,"MBBS, DNB - Obstetrics & Gynecology"
405,Dr. Animesh Agarwal,Dentist,16,Delhi,Kingsway Camp,99% ,901,200,"BDS, MDS - Orthodontics"
406,Dr. Sudhir Seth,Orthopedist,40,Delhi,CR Park,83% ,51,1000,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
407,Dr. Neha Sood,Ear-Nose-Throat (ENT) Specialist,21,Delhi,Pusa Road,55% ,7,1800,"MBBS, DNB - Otorhinolaryngology"
408,Dr. Asheesh Gupta,Dentist,23,Delhi,Paschim Vihar,95% ,150,250,"BDS, MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology"
409,Dr. Vibhu V Mittal,Gastroenterologist,20,Delhi,Patparganj,87% ,69,1000,"MBBS, MD - Medicine, DM - Gastroenterology"
410,Dr. Vijay Kakkar,Plastic Surgeon,39,Delhi,Janakpuri,97% ,28,1000,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
411,Dr. Yogesh Batra,Gastroenterologist,23,Delhi,Sarita Vihar,90% ,6,1500,"MBBS, MD - Medicine, DM - Gastroenterology"
412,Dr. Aman Arora,Dentist,30,Delhi,Ashok Vihar,98% ,104,500,"BDS, MDS - Prosthodontics"
413,Dr. Dinesh Kansal,Gynecologist/Obstetrician,38,Delhi,Pusa Road,65% ,13,1500,"MBBS, MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae"
414,Dr. Nidhi Bansal,Dentist,18,Delhi,Pitampura,98% ,161,200,BDS
415,Dr. Rakesh Mahajan,Orthopedist,38,Delhi,Pusa Road,61% ,9,1500,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
