,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
222,Dr. Mayuri Jobanputra Shah,Dentist,12,Mumbai,Borivali West,97% ,49,300,"MDS - Oral & Maxillofacial Surgery, BDS"
223,Dr. Jolly Shah Kapadia,Dermatologist,23,Mumbai,Mulund West,96% ,194,900,"DNB - Dermatology & Venereology, MBBS, DVD"
224,Dr. Prabha Acharya,Homoeopath,34,Mumbai,Andheri East,98% ,191,1500,"BHMS, MD - Homeopathy"
225,Dr. Pankaj Ashok Agarwal,Neurologist,25,Mumbai,Parel,79% ,10,2350,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Neurology"
226,Dr. Jasmit B.Desai,Dentist,13,Mumbai,Borivali West,97% ,147,300,BDS
227,Dr. Sagar D. Barkade,Dentist,16,Mumbai,Chembur,99% ,231,700,BDS
228,Dr. Kruti Harsh Mehta   (Physiotherapist),Physiotherapist,13,Mumbai,Vikhroli,100% ,58,400,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
229,Dr. Sonia Tekchandani,Dermatologist,36,Mumbai,Malad West,93% ,253,2000,"DVD, MBBS"
230,Dr. Sejal Saheta,Dermatologist,18,Mumbai,Powai,95% ,238,900,"DNB - Dermatology & Venereology, MBBS"
231,Dr. Keerti Sachdeva (PhD)   (PhD),Psychologist,37,Mumbai,Andheri West,87% ,34,2000,"M.Phil. Educational Psychology, MSc. - Child Psychology"
232,Dr. Rucha Baphna,Dentist,10,Mumbai,Vileparle West,99% ,35,300,BDS
233,Dr. Nysha Garg,Dentist,14,Mumbai,Goregaon East,98% ,49,500,"MDS - Prosthodontics, BDS"
234,Dr. Sonia Anare,Dentist,13,Mumbai,Parel,100% ,20,500,"BDS, MDS - Conservative Dentistry & Endodontics"
235,Dr. Hetal Chheda,Dentist,15,Mumbai,Borivali West,100% ,37,400,BDS
236,Dr. Siddhi Dinesh Prabhu,Dentist,12,Mumbai,Grant Road,100% ,79,300,"BDS, MDS - Conservative Dentistry & Endodontics"
237,Dr. Rajesh Shetty,Dentist,25,Mumbai,Bandra West,99% ,192,1000,"BDS, MDS - Periodontology and Oral Implantology, Certificate in Cosmetic Dentistry"
238,Dr. Dipika Bharani,Dentist,13,Mumbai,Vileparle East,99% ,125,300,BDS
239,Dr. Amit Chavan,Dentist,14,Mumbai,Dadar East,99% ,144,500,"MDS - Periodontics, BDS"
240,Dr. Sanket Sheth,Dentist,15,Mumbai,Ghatkopar East,99% ,141,500,"BDS, MDS - Conservative Dentistry & Endodontics"
241,Dr. Priyanka Sukthankar   (Physiotherapist),Physiotherapist,14,Mumbai,Andheri East,99% ,204,600,BPTh/BPT
242,Dr. Jagat Shah,Homoeopath,20,Mumbai,Borivali West,95% ,124,800,"MD - Homeopathy, BHMS"
243,Dr. Pradnya Randive,Gynecologist/Obstetrician,16,Mumbai,Bhandup West,95% ,78,800,"MBBS, MS - Obstetrics & Gynaecology"
244,Dr. Vividha Singhania,Dentist,13,Mumbai,Mahim,100% ,188,500,"MDS - Oral & Maxillofacial Surgery, BDS"
245,Dr. Manoj Bodhwani,Dentist,16,Mumbai,Khar West,98% ,142,500,"BDS, MDS - Prosthodontics"
246,Dr. Prakash S. Jain,Dentist,22,Mumbai,Cumballa Hill,99% ,48,600,BDS
247,Dr. Saba Rasool,Dentist,22,Mumbai,Andheri West,100% ,42,1000,BDS
248,Dr. Pooja Ghodke,Ophthalmologist,12,Mumbai,Andheri West,100% ,178,600,"MBBS, MS - Ophthalmology"
249,Dr. Pankti Shah,Dentist,10,Mumbai,Kandivali West,98% ,52,300,BDS
250,Dr. Fauzia Khimani Naaz,Dentist,12,Mumbai,Jacob Circle,99% ,93,500,BDS
251,Dr. Shraddha Khot   (Physiotherapist),Physiotherapist,15,Mumbai,Borivali West,100% ,30,500,BPTh/BPT
252,Dr. Janaki Kodkani,Ophthalmologist,23,Mumbai,Bandra West,92% ,25,1000,"MBBS, MS - Ophthalmology, DOMS, FCPS- Ophthalmology"
253,Dr. Vinit Pandhi,Dentist,14,Mumbai,Andheri West,100% ,10,500,"BDS, MDS - Oral & Maxillofacial Surgery"
254,Dr. Urvi Ashar,Dentist,9 ,Mumbai,Chembur,99% ,112,700,BDS
255,Dr. Sakarwala Mustafa,Dentist,27,Mumbai,Mazgaon,99% ,78,1000,"MDS - Oral & Maxillofacial Surgery, BDS"
256,Dr. Shital S Jadhav,Gynecologist/Obstetrician,18,Mumbai,Kandivali East,99% ,59,1000,"DNB - Obstetrics & Gynecology, MBBS"
257,Dr. Rajiv Bhanej,Homoeopath,21,Mumbai,Malad West,96% ,42,700,"BHMS, MD - Homeopathy"
258,Dr. Yash Devckar,Ear-Nose-Throat (ENT) Specialist,10,Mumbai,Chembur East,100% ,49,700,"MBBS, MS - ENT"
259,Dr. Jignesh Kothari,Dentist,19,Mumbai,Santacruz West,98% ,249,1000,"BDS, MDS - Orthodontics"
260,Dr. Ganesh Avhad,Dermatologist,14,Mumbai,Sion,99% ,67,800,"MBBS, MD - Dermatology , Venereology & Leprosy"
261,Dr. Vidhan C Doshi,Ophthalmologist,12,Mumbai,Andheri East,99% ,173,800,"MBBS, MS - Ophthalmology"
262,Dr. Vilas Kulkarni,Pediatrician,52,Mumbai,Andheri West,98% ,43,1000,"MD - Pediatrics, MBBS"
263,Dr. Menaz Thakkar,Dentist,13,Mumbai,Chembur,98% ,82,700,BDS
264,Dr. Mohit Solanki,Dentist,11,Mumbai,Andheri West,98% ,200,500,"BDS, Certificate of Oral Implantology, FICOI"
265,Dr. Rati Chadha,Dentist,14,Mumbai,Bandra West,99% ,351,500,"BDS, MDS - Prosthodontics"
266,Dr. Ajaykumar R. Gajengi,Urologist,18,Mumbai,Borivali West,91% ,21,1000,"MS - General Surgery, MCh - Urology, MBBS"
267,Dr. Anju Hajari,Gynecologist/Obstetrician,25,Mumbai,Santacruz West,98% ,39,2000,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London)"
268,Dr. Sagar J Abichandani,Dentist,13,Mumbai,Chembur,97% ,8,500,"BDS, MDS - Prosthodontics"
269,Dr. Priyal Virani,Dentist,15,Mumbai,Mulund West,93% ,10,400,BDS
270,Dr. Fahad Naaz,Dentist,13,Mumbai,Jacob Circle,98% ,133,500,BDS
271,Dr. Gouri Sultane Gupta,Gynecologist/Obstetrician,19,Mumbai,Goregaon West,92% ,93,1000,"MBBS, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae"
272,Dr. Sneha Hukmani Sheth,Dentist,14,Mumbai,Ghatkopar East,100% ,19,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
273,Dr. Haresh Mangalani,Orthopedist,31,Mumbai,Mulund West,N/A,N/A,2000,"MBBS, MS - Orthopaedics"
274,Dr. Chandra Pal,Dentist,26,Mumbai,Kurla West,93% ,5,500,BDS
275,Dr. Nitin Goradia,Ayurveda,30,Mumbai,Grant Road,97% ,67,1500,BAMS
276,Dr. Keyur Mehta,Dentist,15,Mumbai,Khar West,100% ,49,800,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
277,Dr. Shubhangi Mahajan,Dermatologist,12,Mumbai,Parel,100% ,57,800,"MBBS, DDVL"
278,Dr. Yogesh Kalyanpad,Dermatologist,12,Mumbai,Santacruz West,100% ,343,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
279,Dr. Abhishek Modi,Dentist,10,Mumbai,Walkeshwar,100% ,52,500,"BDS, Fellowship in Oral implantlogy"
280,Dr. Sarika Holmukhe,Dermatologist,17,Mumbai,Andheri West,95% ,102,1000,"DNB - Dermatology & Venereology, MBBS, DDVL"
281,Dr. Rohan Virani,Dentist,16,Mumbai,Mulund West,95% ,144,500,"BDS, MDS - Oral Medicine and Radiology"
282,Dr. Prajct Sao,Dermatologist,20,Mumbai,Lower Parel,93% ,33,1000,"MBBS, MD - Dermatology"
283,Ms. Geetanjali,Dietitian/Nutritionist,18,Mumbai,Bandra West,99% ,58,1500,"Post Graduate Diploma in Dietetics and Hospital Food Service, MSc. - Dietetics & Food Service Management, BSc. - Home Science (Applied Nutrition)"
284,Dr. Diksha Tahilramani Batra,Dentist,15,Mumbai,Bandra West,98% ,312,1000,"BDS, MDS - Prosthodontics, FICOI"
285,Dr. Devanshi Shah,Ophthalmologist,11,Mumbai,Ghatkopar East,98% ,35,800,"MS - Ophthalmology, DNB - Ophthalmology, MBBS, Fellow of the Royal College of Ophthalmologists of UK (FRCOphth. UK)"
286,Dr. Amit Majethia,Dentist,12,Mumbai,Ghatkopar East,100% ,88,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
287,Dr. Kuldip Raj Kohli,Ayurveda,40,Mumbai,Lower Parel,100% ,444,1000,"BAMS, MD - Ayurveda Medicine, PhD- Ayurveda"
288,Dr. Varun Parikh,Dentist,14,Mumbai,Ghatkopar East,99% ,31,500,"PhD - Orthodontics & Dentofacial Orthopaedics, BDS"
289,Dr. Ishwari Bhirud,Dentist,32,Mumbai,Andheri East,96% ,39,500,"BDS, Diploma in Health Administration"
290,Dr. Suhani Talesara,Dentist,13,Mumbai,Jogeshwari,100% ,200,500,BDS
291,Dr. Yuvaraja S Shetty,Pediatrician,17,Mumbai,Mulund West,99% ,182,1000,"MBBS, MD - Pediatrics"
292,Dr. Ashlesha Sankhe,Gynecologist/Obstetrician,26,Mumbai,Andheri West,98% ,89,1500,"MD - Obstetrics & Gynaecology, MBBS"
293,Dr. Anita Gupta,Ayurveda,26,Mumbai,Mulund West,98% ,133,2000,"BAMS, Certificate in Food and Nutrition"
294,Dr. Priyam Bhagat,Dermatologist,16,Mumbai,Goregaon East,98% ,137,1200,"MD - Skin & VD, Diploma in Dermatology, MBBS"
295,Dr. Punit Kaur Anand Khalsa,Dentist,7 ,Mumbai,Chembur East,99% ,49,100,BDS
296,Dr. Raina Nahar,Dermatologist,14,Mumbai,Andheri West,92% ,122,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
297,Dr. Suhas Vidyadhar Abhyankar,Plastic Surgeon,26,Mumbai,Dadar East,98% ,22,1000,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery"
298,Dr. Darshan Sheth,Dentist,14,Mumbai,Ghatkopar East,98% ,115,500,BDS
299,Dr. Lajja Shah   (Physiotherapist),Physiotherapist,14,Mumbai,Ghatkopar East,96% ,24,800,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
300,Dr. Namrata Jadwani,Dentist,8 ,Mumbai,Bandra West,99% ,8,1000,MDS - Prosthodontics
301,Dr. Raman  Sandhu,Dentist,9 ,Mumbai,Andheri West,98% ,42,500,"BDS, MDS - Prosthodontics"
302,Dr. Erbaz Riyazahmed Momin,General Surgeon,23,Mumbai,Chembur,N/A,N/A,1500,"MBBS, MS - General Surgery"
303,Dr. Abhinav Tiwari,Pediatrician,11,Mumbai,Powai,99% ,104,800,"MBBS, Diploma in Child Health (DCH)"
304,Dr. Sadhana Deshmukh,Dermatologist,19,Mumbai,Bandra West,97% ,138,1500,"MBBS, DNB - Dermatology & Venereology, FCPS - Dermatology, Venereology & Leprosy"
305,Dr. Ashish Agrawal,Cardiologist,19,Mumbai,Mulund West,97% ,165,1500,"DM - Cardiology, MD - Medicine, MBBS"
306,Dr. Payal Sharma Kamath,Psychiatrist,11,Mumbai,Borivali East,96% ,154,1500,"MBBS, M.D. (Psychiatry)"
307,Dr. Pooja Desai,Dentist,15,Mumbai,Oshiwara,98% ,86,800,BDS
308,Dr. Husain Harianawala,Dentist,13,Mumbai,Lokhandwala,96% ,49,1000,"BDS, MDS - Prosthodontist And Crown Bridge"
309,Dr. Gaurav Poplai,Dentist,14,Mumbai,Bandra West,99% ,61,500,"BDS, MDS - Conservative Dentistry & Endodontics"
310,Dr. Namrita Sheregar,Gynecologist/Obstetrician,16,Mumbai,Andheri West,99% ,106,1000,"MBBS, DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology"
311,Dr. Zinal,Pediatrician,24,Mumbai,Andheri West,98% ,11,2000,"MBBS, Diploma in Child Health (DCH)"
312,Dr. Dinesh Kumar Joshi   (Physiotherapist),Physiotherapist,6 ,Mumbai,Goregaon West,100% ,50,700,BPTh/BPT
313,Dr. Nida Rangila,Dentist,3 ,Mumbai,Bandra West,100% ,28,500,N/A
314,Dr. Sachin Singh,Dentist,11,Mumbai,Kandivali West,97% ,58,300,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics"
315,Dr. Amit Oswal,Dentist,13,Mumbai,Lal baug,100% ,4,200,"BDS, MDS - Conservative Dentistry & Endodontics"
316,Dr. Prakash Kumar Jha,Homoeopath,24,Mumbai,Mira Road,92% ,12,450,BHMS
317,Dr. Chetan Bhole,Dentist,24,Mumbai,Mulund East,92% ,N/A,500,BDS
318,Dr. Siddharth Prakash,Plastic Surgeon,22,Mumbai,Andheri West,98% ,74,3000,"DNB - Plastic Surgery, MS - General Surgery, DNB - General Surgery, MBBS"
319,Dr. Sujata Chitnis,Pediatrician,41,Mumbai,Vileparle East,100% ,16,1000,"MBBS, MD - Pediatrics"
320,Dr. Asmita Sawe,Dietitian/Nutritionist,15,Mumbai,Vileparle East,97% ,41,1500,"BHMS, Post Graduation Diploma in Dietetics and Public Health Nutrition"
321,Dr. C. B. Munjewar,Cardiologist,16,Mumbai,Ghatkopar,97% ,17,1500,"MBBS, MD - General Medicine, DM - Cardiology"
322,Dr. Neha Agarwal,Dentist,8 ,Mumbai,Mira Bhayandar,100% ,3,200,BDS
323,Dr. Yogesh P Mehta,Pediatrician,38,Mumbai,Ghatkopar West,99% ,62,1000,MD - Pediatrics
324,Dr. Ajay Nimbalkar,Dermatologist,11,Mumbai,Bandra West,96% ,66,1200,"MD - Dermatology , Venereology & Leprosy, MBBS"
325,Dr. Rajesh Mishra,Ophthalmologist,16,Mumbai,Matunga East,100% ,15,1500,"MBBS, MS - Ophthalmology"
326,Dr. Swapnil Sharma,GastroIntestinal Surgeon,14,Mumbai,Powai,N/A,N/A,1600,"DNB - Surgical Gastroenterology, MS - General Surgery, MBBS"
327,Dr. Parzan Mistry,Gynecologist/Obstetrician,8 ,Mumbai,Nana Chowk,100% ,25,1000,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
328,Dr. Komal Dixit,Homoeopath,15,Mumbai,Ghatkopar East,75% ,14,450,"BHMS, MD - Homeopathy"
329,Dr. Hetal Pabaria,Homoeopath,19,Mumbai,Mulund West,100% ,7,450,BHMS
330,Dr. Mohd Asif,Hair Transplant Surgeon,10,Mumbai,Santacruz West,100% ,99,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
331,Dr. Manish Hinduja,Cardiac Surgeon,12,Mumbai,Mulund West,100% ,3,1500,"MBBS, DNB - Cardiothoracic Surgery, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery"
332,Dr. Shilpa Nayak,Pediatrician,19,Mumbai,Andheri West,98% ,127,1500,"Diploma in Child Health (DCH), MBBS"
333,Dr. Anshuman Manaswi,Plastic Surgeon,28,Mumbai,Vileparle West,100% ,2,1500,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
334,Dr. Neeta Warty,Gynecologist/Obstetrician,35,Mumbai,Santacruz West,80% ,3,2700,"MBBS, MD - Obstetrics & Gynaecology, DGO"
335,Dr. Shlesha Shah,Dentist,15,Mumbai,Mulund West,99% ,56,300,BDS
336,Dr. Kavin J. Shah,Dentist,13,Mumbai,JB Nagar,100% ,37,500,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
337,Dr. Vibha Arora,Gynecologist/Obstetrician,21,Mumbai,Malad West,98% ,98,1000,"MBBS, MD - Obstetrics & Gynaecology"
338,Dr. Punam Solanki,Gynecologist/Obstetrician,13,Mumbai,Andheri West,86% ,11,900,MD - Obstetrics & Gynaecology
339,Dr. Ravikiran M. Vernekar,Ear-Nose-Throat (ENT) Specialist,21,Mumbai,Powai,96% ,66,1600,"MBBS, MS - ENT"
340,Dr. Ajay Randive,Orthopedist,23,Mumbai,Santacruz East,84% ,18,1000,"MS - Orthopaedics, MBBS"
341,Dr. Aashish Tiwari,Dentist,14,Mumbai,Tilak Nagar,100% ,171,300,BDS
342,Dr. Rajshree Chavan,Ayurvedic Pharmacologist,13,Mumbai,Dadar East,97% ,152,600,"BAMS, Advanced Diploma in Dietetics, MD - Ayurvedic Pharmacology"
343,Dr. Vandana Bansal,Gynecologist/Obstetrician,29,Mumbai,Santacruz West,70% ,7,1500,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO"
344,Dr. Hetal Kothari,Dentist,25,Mumbai,Santacruz West,99% ,142,500,"BDS, MDS - Conservative Dentistry & Endodontics"
345,Dr. Ankesh Jain,Dentist,12,Mumbai,Mazgaon,100% ,42,200,"BDS, MDS - Oral & Maxillofacial Surgery"
346,Dr. Nirali Mehta,Dentist,12,Mumbai,Santacruz West,N/A,N/A,1200,"BDS, MDS - Paedodontics And Preventive Dentistry"
347,Dr. Chitralekha Rane,Dentist,21,Mumbai,Andheri West,100% ,14,800,BDS
348,Dr. Wishi Parihar,Dentist,11,Mumbai,Mira Road,100% ,17,200,BDS
349,Dr. Mikeen Shah,Ophthalmologist,13,Mumbai,Andheri East,94% ,15,600,"MBBS, DNB - Ophthalmology"
350,Dr. Sumana Kar,Dentist,12,Mumbai,Marol,100% ,43,500,"MDS - Prosthodontist And Crown Bridge, BDS"
351,Dr. Aditi Lele,Dentist,14,Mumbai,Prabhadevi,98% ,2,500,"BDS, MDS - Oral Medicine and Radiology, Certificate in Dental Implants"
352,Dr. Yash Girish Shete,Homoeopath,7 ,Mumbai,Malad West,100% ,6,500,BHMS
353,Dr. Akshaya Shetty,General Physician,10,Mumbai,Andheri East,100% ,21,600,"MD - General Medicine, MBBS"
354,Dr. Sanjeev Upadhyaya,Ophthalmologist,23,Mumbai,Marine Drive,100% ,6,2500,"MBBS, MS - Ophthalmology"
355,Dr. Ankur Sharma   (Physiotherapist),Physiotherapist,16,Mumbai,Malad West,99% ,66,600,BPTh/BPT
356,Dr. Pooja Gawand,Dentist,12,Mumbai,Mulund West,98% ,11,500,BDS
357,Dr. Rahul N. Patil,Dentist,15,Mumbai,Chandivali,94% ,46,400,"BDS, MDS - Oral & Maxillofacial Surgery"
358,Dr. Ritu Girdhar,Dentist,15,Mumbai,Wadala,100% ,366,500,BDS
359,Dr. Hiral Shah,Dentist,13,Mumbai,Ghatkopar East,99% ,42,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
360,Dr. Hiral Shah,Dentist,13,Mumbai,Ghatkopar East,99% ,42,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
361,Dr. Kirti Aherwal,Dentist,10,Mumbai,Mira Bhayandar,100% ,77,200,BDS
362,Dr. Sweta Sinha,Cosmetologist,16,Mumbai,Ghatkopar East,99% ,98,500,"Diploma in Diet and Nutrition, BHMS, PG Diploma In Clinical Cosmetology (PGDCC), PG Diploma in Trichology"
363,Dr. Rachna Ghatalia,Dentist,15,Mumbai,Sion West,100% ,1,200,BDS
364,Dr. Ashitesh Kumar,Dentist,11,Mumbai,Chembur East,99% ,125,500,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
365,Dr. Abhijit  Jadhav,Diabetologist,22,Mumbai,Mulund East,98% ,137,1000,"MBBS, Diploma in Diabetology (Mumbai University), FCPS - Medicine"
366,Dr. Sejal Vivek Parekar,Homoeopath,24,Mumbai,Borivali West,100% ,N/A,450,"BHMS, Masters in Counselling and Psychotherapy"
367,Dr. Sanket Brahmbhatt,Dentist,10,Mumbai,Vileparle West,100% ,9,300,"BDS, MDS - Periodontology and Oral Implantology"
368,Dr. Vaishali Chaudhari,Gynecologist/Obstetrician,14,Mumbai,Chembur East,100% ,10,800,"MBBS, DGO"
369,Dr. Abbasali Barodawala,Dentist,12,Mumbai,Andheri West,100% ,19,500,"BDS, MDS - Oral & Maxillofacial Surgery"
370,Dr. Dhvani Desai   (Physiotherapist),Physiotherapist,2 ,Mumbai,Mulund West,100% ,5,500,Masters of Physiotheraphy
371,Dr. Mary Grace Dakey,Dentist,14,Mumbai,Andheri East,99% ,35,500,BDS
372,Dr. Aditi Gvalani,Dentist,17,Mumbai,Tardeo,99% ,53,500,BDS
373,Dr. Vishakha Darade,Dentist,9 ,Mumbai,Bhandup West,97% ,31,500,"BDS, MDS - Prosthodontist And Crown Bridge"
374,Dr. Prasad Rane,Dentist,21,Mumbai,Andheri West,99% ,315,800,"BDS, MDS - Conservative Dentistry "
375,Dr. Bhumija Gautam,Dentist,15,Mumbai,Andheri West,99% ,181,500,BDS
376,Dr. Shruti Thar,Gynecologist/Obstetrician,11,Mumbai,Mulund West,100% ,9,1000,"MBBS, DGO, FCPS - Mid. & Gynae"
377,Dr. Perola Menon,Dentist,34,Mumbai,Churchgate,100% ,108,1500,BDS
378,Dr. Maya Nair,Dentist,9 ,Mumbai,Mulund West,99% ,157,500,BDS
379,Dr. Amol Patil,Ear-Nose-Throat (ENT) Specialist,18,Mumbai,Vileparle West,98% ,154,1000,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology"
380,Dr. Dilip Rajpal,Laparoscopic Surgeon,23,Mumbai,Chembur,100% ,134,1200,"MBBS, MS - General Surgery, FICS - General Surgery"
381,Dr. Danesh Nair,Dentist,12,Mumbai,Chembur East,100% ,14,100,"BDS, MDS - Periodontics"
382,Dr. Yajuvendra Gawai,Orthopedist,23,Mumbai,Santacruz West,98% ,78,1500,"MBBS, MS - Orthopaedics"
383,Dr. Kaustubh Mahajan,Neurologist,8 ,Mumbai,Mahim,93% ,8,1300,"MBBS, FCPS - Medicine, DNB - Neurology"
384,Dr. Shreyas Shah,Dentist,16,Mumbai,Mulund West,100% ,4,1500,"BDS, MDS - Oral Medicine and Radiology"
385,Dr. Raksha Savla,Dentist,12,Mumbai,Andheri West,96% ,10,500,BDS
386,Dr. Shipra Jhawar,Dentist,7 ,Mumbai,Walkeshwar,100% ,32,300,BDS
387,Dr. Rabiah Patel,Dentist,14,Mumbai,Andheri West,100% ,1,300,BDS
388,Dr. Nana D Morkane,Spine And Pain Specialist,24,Mumbai,Chembur East,96% ,80,1000,"MBBS, MD - Anaesthesiology"
389,Dr. Rahul Shetty,Dermatologist,11,Mumbai,Vileparle West,97% ,19,800,"MBBS, MD - Dermatology"
390,Dr. Suraj Shetty,Dermatologist,13,Mumbai,Andheri West,98% ,61,900,"MBBS, DDVL"
391,Dr. Priyanka Pandhi,Dentist,10,Mumbai,Andheri West,98% ,13,500,BDS
392,Dr. Shalomith Uppapalli,Ophthalmologist,14,Mumbai,Andheri West,100% ,113,1000,"DNB - Ophthalmology, MBBS"
393,Dr. Pragnya Rathod,Ophthalmologist,12,Mumbai,Chembur,96% ,13,1000,"MBBS, DNB - Ophthalmology"
394,Dr. Karanjit Singh Chaudhary,Dentist,18,Mumbai,Chembur,100% ,156,500,"BDS, MDS - Prosthodontics"
395,Dr. Bhavin Shial,Spine Surgeon,21,Mumbai,Andheri West,97% ,25,2000,"MS - Orthopaedics, MBBS"
396,Dr. Saadan  Shahid,Homoeopath,24,Mumbai,Lokhandwala,100% ,6,450,BHMS
397,Dr. Meenu Dinesh,Dentist,6 ,Mumbai,Chembur East,N/A,N/A,200,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
398,Dr. Manoj Gandhi,Laparoscopic Surgeon,27,Mumbai,Dadar,90% ,19,1500,"DNB - General Surgery, MBBS"
399,Dr. Tejal Shah,Dentist,18,Mumbai,Goregaon West,98% ,49,500,BDS
400,Dr. Kinnari,Dentist,10,Mumbai,Borivali West,100% ,1,200,BDS
401,Dr. Anagha Chhatrapati,Gynecologist/Obstetrician,15,Mumbai,Parel,100% ,6,1600,"MS - Obstetrics & Gynaecology, MBBS"
402,Dr. Geoffrey Vaz,Dermatologist,10,Mumbai,Versova,100% ,10,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
403,Dr. Ritu R Singh,Homoeopath,19,Mumbai,Mira Road,83% ,16,500,BHMS
404,Dr. Jyoti Narla,Dentist,22,Mumbai,Powai,96% ,318,500,"BDS, MDS - Periodontics"
405,Dr. Radhika Parekh Paleja,Dentist,14,Mumbai,Bandra West,100% ,28,1500,"BDS, MDS - Prosthodontics"
406,Dr. Utkarsh Pawar,Orthopedist,10,Mumbai,Andheri West,100% ,16,1500,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
407,Dr. Shantanu  K Kundgir,Orthopedist,19,Mumbai,Bandra West,90% ,36,1500,"MBBS, Diploma in Orthopaedics, FCPS - Orthopedic"
408,Dr. Anjali Jitendra Bapat,Gynecologist/Obstetrician,36,Mumbai,Mahim,95% ,146,1000,"MBBS, MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae"
409,Dr. Amruta Bhalchandra Wadekar,Dentist,28,Mumbai,Dahisar East,100% ,59,500,BDS
410,Dr. Gauri Patil,Dermatologist,11,Mumbai,Dadar,91% ,9,700,"DDVL, MBBS"
411,Dr. Jay Mehta,Gynecologist/Obstetrician,11,Mumbai,Ghatkopar East,85% ,8,3000,"MBBS, DNB - Obstetrics & Gynecology"
412,Dr. Shravan Chawla,Dentist,13,Mumbai,Peddar Road,100% ,64,1000,BDS
413,Ms. Riddhi Sagar,Psychologist,9 ,Mumbai,Vileparle West,96% ,34,1500,MA - Psychology
414,Dr. Chandni Kotak,Ophthalmologist,11,Mumbai,Malabar Hill,100% ,21,1200,"DNB - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology), MNAMS - Ophthalmology, MBBS"
415,Dr. Aashiq Shaikh,Dentist,13,Mumbai,Bhandup West,100% ,267,300,BDS
416,Dr. Abhishek Ramesh Chauhan,Hair Transplant Surgeon,14,Mumbai,Ghatkopar West,98% ,34,1000,"MDS - Oral & Maxillofacial Surgery, BDS"
417,Dr. Rajendra S Sankpal,Gynecologist/Obstetrician,28,Mumbai,Malad West,98% ,66,1000,"MD - Obstetrics & Gynaecology, DGO, MBBS"
418,Dr. Raashi Mehta,Dermatologist,12,Mumbai,Peddar Road,96% ,49,1500,"MBBS, DNB - Dermatology & Venereology"
419,Dr. Shoaib Akhai,Dentist,13,Mumbai,Lower Parel,100% ,10,300,BDS
420,Dr. Rajasree S,Pediatrician,15,Mumbai,Santacruz West,N/A,N/A,1500,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MBBS"
421,Dr. Subhash K Dhawale,Homoeopath,22,Mumbai,Parel,97% ,17,2500,"BHMS, MD - Homeopathy"
422,Dr. Ameya Manish Sonawane,Dentist,12,Mumbai,Lokhandwala,100% ,N/A,300,BDS
423,Dr. Arun Swarup,Dentist,42,Mumbai,Bandra West,99% ,116,1000,BDS
424,Dr. Renubala Rout,Gynecologist/Obstetrician,16,Mumbai,Kandivali East,98% ,33,1000,"DNB - Obstetrics & Gynecology, MBBS"
425,Dr. Soumil Trivedi,Gynecologist/Obstetrician,14,Mumbai,Ghatkopar East,100% ,83,2000,"MBBS, DNB - Obstetrics & Gynecology"
426,Dr. Hitesh Singhavi,Dentist,7 ,Mumbai,Mulund West,N/A,N/A,2000,"BDS, MDS - Oral & Maxillofacial Surgery"
427,Dr. Neha Palvia Parikh,Dentist,13,Mumbai,Ghatkopar East,100% ,18,1000,BDS
428,Dr. Charmi Mehta,Dentist,12,Mumbai,Kandivali West,100% ,95,200,BDS
429,Dr. Aayush Tandon,Ophthalmologist,10,Mumbai,Andheri West,99% ,71,1000,"MBBS, MS - Ophthalmology"
